S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6878,25/12/2020,Kerala,726687,63328,660445,2914
6879,26/12/2020,Kerala,732084,64203,664951,2930
6880,27/12/2020,Kerala,735611,63927,668733,2951
6881,28/12/2020,Kerala,740516,65344,672196,2976
6882,29/12/2020,Kerala,743563,64205,676368,2990
6883,30/12/2020,Kerala,749450,65039,681397,3014
6884,31/12/2020,Kerala,755718,65572,687104,3042
6885,03/01/2021,Kerala,771252,65560,702576,3116
6886,04/01/2021,Kerala,775852,65467,707244,3141
6887,05/01/2021,Kerala,778873,63324,712389,3160
6888,06/01/2021,Kerala,784488,63993,717311,3184
6889,07/01/2021,Kerala,790882,65252,722421,3209
6890,08/01/2021,Kerala,795933,64639,728060,3234
6891,09/01/2021,Kerala,801075,64434,733384,3257
6892,10/01/2021,Kerala,806603,64516,738808,3279
6893,11/01/2021,Kerala,811148,64379,743467,3302
6894,12/01/2021,Kerala,814258,63547,747389,3322
6895,13/01/2021,Kerala,819765,64759,751659,3347
6896,14/01/2021,Kerala,825769,65579,756817,3373
6897,15/01/2021,Kerala,831259,66713,761154,3392
6898,16/01/2021,Kerala,836883,67711,765757,3415
6899,17/01/2021,Kerala,842843,68633,770768,3442
6900,18/01/2021,Kerala,847848,69209,775176,3463
6901,19/01/2021,Kerala,851194,68617,779097,3480
6902,20/01/2021,Kerala,857380,70481,783393,3506
6903,21/01/2021,Kerala,864195,69914,790757,3524
6904,22/01/2021,Kerala,870529,69998,796986,3545
6905,23/01/2021,Kerala,877282,70624,803094,3564
6906,24/01/2021,Kerala,884242,72278,808377,3587
6907,25/01/2021,Kerala,890278,73121,813550,3607
6908,27/01/2021,Kerala,899932,71843,824446,3643
6909,28/01/2021,Kerala,905591,72476,829452,3663
6910,29/01/2021,Kerala,911362,72634,835046,3682
6911,30/01/2021,Kerala,917630,72482,841444,3704
6912,31/01/2021,Kerala,923912,71714,848476,3722
6913,01/02/2021,Kerala,929178,71229,854206,3743
6914,02/02/2021,Kerala,932637,69456,859421,3760
6915,03/02/2021,Kerala,938353,69409,865168,3776
6916,04/02/2021,Kerala,944709,69365,871548,3796
6917,05/02/2021,Kerala,950811,69109,877889,3813
6918,06/02/2021,Kerala,956421,68047,884542,3832
6919,07/02/2021,Kerala,962363,67795,890720,3848
6920,08/02/2021,Kerala,968438,67903,896668,3867
6921,09/02/2021,Kerala,972180,65670,902627,3883
6922,10/02/2021,Kerala,977394,64390,909102,3902
6923,11/02/2021,Kerala,983374,64607,914847,3920
6924,12/02/2021,Kerala,988655,64180,920539,3936
6925,13/02/2021,Kerala,994052,64227,925871,3954
6926,14/02/2021,Kerala,999523,63847,931706,3970
6927,15/02/2021,Kerala,1004135,63752,936398,3985
6928,16/02/2021,Kerala,1007019,61550,941471,3998
6929,17/02/2021,Kerala,1011956,61030,946910,4016
6930,18/02/2021,Kerala,1016848,61074,951742,4032
6931,19/02/2021,Kerala,1021432,60451,956935,4046
6932,20/02/2021,Kerala,1025937,60087,961789,4061
6933,21/02/2021,Kerala,1030587,58883,967630,4074
6934,22/02/2021,Kerala,1034657,58593,971975,4089
6935,23/02/2021,Kerala,1036869,55752,977012,4105
6936,24/02/2021,Kerala,1040903,54949,981835,4119
6937,25/02/2021,Kerala,1045009,53153,987720,4136
6938,26/02/2021,Kerala,1048686,52164,992372,4150
6939,27/02/2021,Kerala,1052357,51679,996514,4164
6940,01/03/2021,Kerala,1059403,49709,1005497,4197
6941,02/03/2021,Kerala,1061341,48159,1008972,4210
6942,03/03/2021,Kerala,1064279,47569,1012484,4226
6943,04/03/2021,Kerala,1067044,46288,1016515,4241
6944,06/03/2021,Kerala,1072436,43856,1024309,4271
6945,07/03/2021,Kerala,1075227,43114,1027826,4287
6946,08/03/2021,Kerala,1077327,41162,1031865,4300
6947,09/03/2021,Kerala,1078739,39532,1034895,4312
6948,10/03/2021,Kerala,1081055,37446,1039281,4328
6949,11/03/2021,Kerala,1083530,35715,1043473,4342
6950,13/03/2021,Kerala,1087443,32471,1050603,4369
6951,14/03/2021,Kerala,1089478,31238,1053859,4381
6952,15/03/2021,Kerala,1091270,29777,1057097,4396
6953,16/03/2021,Kerala,1092324,27357,1060560,4407
6954,17/03/2021,Kerala,1094294,26428,1063444,4422
6955,18/03/2021,Kerala,1096392,25698,1066259,4435
6956,19/03/2021,Kerala,1098291,25463,1068378,4450
6957,20/03/2021,Kerala,1100275,25465,1070343,4467
6958,21/03/2021,Kerala,1102353,25317,1072554,4482
6959,22/03/2021,Kerala,1104228,24928,1074805,4495
6960,23/03/2021,Kerala,1105467,24389,1076571,4507
6961,24/03/2021,Kerala,1107452,24192,1078743,4517
6962,25/03/2021,Kerala,1109908,24578,1080803,4527
6963,27/03/2021,Kerala,1113722,24584,1084585,4553
6964,28/03/2021,Kerala,1115777,24541,1086669,4567
6965,29/03/2021,Kerala,1117993,24892,1088522,4579
6966,30/03/2021,Kerala,1119542,24533,1090419,4590
6967,31/03/2021,Kerala,1121931,24960,1092365,4606
6968,01/04/2021,Kerala,1124584,25559,1094404,4621
6969,02/04/2021,Kerala,1127382,26511,1096239,4632
6970,03/04/2021,Kerala,1129890,26718,1098526,4646
6971,04/04/2021,Kerala,1132431,27587,1100186,4658
6972,05/04/2021,Kerala,1135233,28206,1102359,4668
6973,06/04/2021,Kerala,1137590,28685,1104225,4680
6974,07/04/2021,Kerala,1141092,30275,1106123,4694
6975,08/04/2021,Kerala,1144594,31806,1108078,4710
6976,09/04/2021,Kerala,1148947,33936,1110283,4728
6977,10/04/2021,Kerala,1154010,36502,1112758,4750
6978,11/04/2021,Kerala,1160204,40095,1115342,4767
6979,12/04/2021,Kerala,1167190,44707,1117700,4783
6980,13/04/2021,Kerala,1172882,47914,1120174,4794
6981,14/04/2021,Kerala,1180397,52450,1123133,4814
6982,15/04/2021,Kerala,1189175,58564,1125775,4836
6983,16/04/2021,Kerala,1197301,63970,1128475,4856
6984,17/04/2021,Kerala,1207332,70188,1132267,4877
6985,18/04/2021,Kerala,1221167,80342,1135921,4904
6986,19/04/2021,Kerala,1239424,94009,1140486,4929
6987,20/04/2021,Kerala,1253068,103327,1144791,4950
6988,21/04/2021,Kerala,1272645,118996,1148671,4978
6989,22/04/2021,Kerala,1295059,135957,1154102,5000
6990,12/03/2020,Ladakh,3,3,0,0
6991,13/03/2020,Ladakh,3,3,0,0
6992,14/03/2020,Ladakh,3,3,0,0
6993,15/03/2020,Ladakh,3,3,0,0
6994,16/03/2020,Ladakh,4,4,0,0
6995,17/03/2020,Ladakh,6,6,0,0
6996,18/03/2020,Ladakh,8,8,0,0
6997,19/03/2020,Ladakh,8,8,0,0
6998,20/03/2020,Ladakh,10,10,0,0
6999,21/03/2020,Ladakh,13,13,0,0
7000,22/03/2020,Ladakh,13,13,0,0
7001,23/03/2020,Ladakh,13,13,0,0
7002,24/03/2020,Ladakh,13,13,0,0
7003,25/03/2020,Ladakh,13,13,0,0
7004,26/03/2020,Ladakh,13,13,0,0
7005,27/03/2020,Ladakh,13,10,3,0
7006,28/03/2020,Ladakh,13,10,3,0
7007,29/03/2020,Ladakh,13,10,3,0
7008,30/03/2020,Ladakh,13,10,3,0
7009,31/03/2020,Ladakh,13,10,3,0
7010,01/04/2020,Ladakh,13,10,3,0
7011,02/04/2020,Ladakh,13,10,3,0
7012,03/04/2020,Ladakh,14,11,3,0
7013,04/04/2020,Ladakh,14,11,3,0
7014,05/04/2020,Ladakh,14,4,10,0
7015,06/04/2020,Ladakh,14,4,10,0
7016,07/04/2020,Ladakh,14,4,10,0
7017,08/04/2020,Ladakh,14,4,10,0
7018,09/04/2020,Ladakh,14,4,10,0
7019,10/04/2020,Ladakh,15,5,10,0
7020,11/04/2020,Ladakh,15,5,10,0
7021,12/04/2020,Ladakh,15,5,10,0
7022,13/04/2020,Ladakh,15,5,10,0
7023,14/04/2020,Ladakh,15,5,10,0
7024,15/04/2020,Ladakh,17,7,10,0
7025,16/04/2020,Ladakh,17,7,10,0
7026,17/04/2020,Ladakh,18,4,14,0
7027,18/04/2020,Ladakh,18,4,14,0
7028,19/04/2020,Ladakh,18,4,14,0
7029,20/04/2020,Ladakh,18,4,14,0
7030,21/04/2020,Ladakh,18,4,14,0
7031,22/04/2020,Ladakh,18,4,14,0
7032,23/04/2020,Ladakh,18,4,14,0
7033,24/04/2020,Ladakh,18,4,14,0
7034,25/04/2020,Ladakh,20,6,14,0
7035,26/04/2020,Ladakh,20,6,14,0
7036,27/04/2020,Ladakh,20,6,14,0
7037,28/04/2020,Ladakh,20,6,14,0
7038,29/04/2020,Ladakh,22,6,16,0
7039,30/04/2020,Ladakh,22,6,16,0
7040,01/05/2020,Ladakh,22,6,16,0
7041,02/05/2020,Ladakh,22,5,17,0
7042,03/05/2020,Ladakh,22,5,17,0
7043,04/05/2020,Ladakh,41,24,17,0
7044,05/05/2020,Ladakh,41,24,17,0
7045,06/05/2020,Ladakh,41,24,17,0
7046,07/05/2020,Ladakh,41,24,17,0
7047,08/05/2020,Ladakh,42,25,17,0
7048,09/05/2020,Ladakh,42,25,17,0
7049,10/05/2020,Ladakh,42,25,17,0
7050,11/05/2020,Ladakh,42,21,21,0
7051,12/05/2020,Ladakh,42,21,21,0
7052,13/05/2020,Ladakh,42,21,21,0
7053,14/05/2020,Ladakh,43,21,22,0
7054,15/05/2020,Ladakh,43,21,22,0
7055,16/05/2020,Ladakh,43,21,22,0
7056,17/05/2020,Ladakh,43,21,22,0
7057,18/05/2020,Ladakh,43,19,24,0
7058,19/05/2020,Ladakh,43,2,41,0
7059,20/05/2020,Ladakh,43,0,43,0
7060,21/05/2020,Ladakh,44,1,43,0
7061,22/05/2020,Ladakh,44,1,43,0
7062,23/05/2020,Ladakh,44,1,43,0
7063,24/05/2020,Ladakh,49,6,43,0
7064,25/05/2020,Ladakh,52,9,43,0
7065,26/05/2020,Ladakh,52,9,43,0
7066,27/05/2020,Ladakh,53,10,43,0
7067,28/05/2020,Ladakh,53,10,43,0
7068,29/05/2020,Ladakh,73,30,43,0
7069,30/05/2020,Ladakh,74,31,43,0
7070,31/05/2020,Ladakh,74,31,43,0
7071,01/06/2020,Ladakh,74,31,43,0
7072,02/06/2020,Ladakh,77,34,43,0
7073,03/06/2020,Ladakh,81,33,47,1
7074,04/06/2020,Ladakh,90,41,48,1
7075,05/06/2020,Ladakh,90,41,48,1
7076,06/06/2020,Ladakh,97,48,48,1
7077,07/06/2020,Ladakh,99,50,48,1
7078,08/06/2020,Ladakh,103,52,50,1
7079,09/06/2020,Ladakh,103,50,52,1
7080,10/06/2020,Ladakh,108,55,52,1
7081,11/06/2020,Ladakh,115,62,52,1
7082,12/06/2020,Ladakh,135,80,54,1
7083,13/06/2020,Ladakh,239,176,62,1
7084,14/06/2020,Ladakh,437,368,68,1
7085,15/06/2020,Ladakh,549,468,80,1
7086,16/06/2020,Ladakh,555,472,82,1
7087,17/06/2020,Ladakh,649,563,85,1
7088,18/06/2020,Ladakh,687,594,92,1
7089,19/06/2020,Ladakh,687,591,95,1
7090,20/06/2020,Ladakh,744,648,95,1
7091,21/06/2020,Ladakh,836,718,117,1
7092,22/06/2020,Ladakh,837,702,134,1
7093,23/06/2020,Ladakh,847,710,136,1
7094,24/06/2020,Ladakh,932,783,148,1
7095,25/06/2020,Ladakh,941,666,274,1
7096,26/06/2020,Ladakh,941,582,358,1
7097,27/06/2020,Ladakh,946,587,358,1
7098,28/06/2020,Ladakh,960,405,554,1
7099,29/06/2020,Ladakh,963,376,586,1
7100,30/06/2020,Ladakh,964,347,616,1
7101,01/07/2020,Ladakh,973,324,648,1
7102,02/07/2020,Ladakh,990,295,694,1
7103,03/07/2020,Ladakh,990,259,730,1
7104,04/07/2020,Ladakh,1001,223,777,1
7105,05/07/2020,Ladakh,1005,178,826,1
7106,06/07/2020,Ladakh,1005,178,826,1
7107,07/07/2020,Ladakh,1005,168,836,1
7108,08/07/2020,Ladakh,1041,204,836,1
7109,09/07/2020,Ladakh,1041,204,836,1
7110,10/07/2020,Ladakh,1055,139,915,1
7111,11/07/2020,Ladakh,1064,146,917,1
7112,12/07/2020,Ladakh,1077,148,928,1
7113,13/07/2020,Ladakh,1086,157,928,1
7114,14/07/2020,Ladakh,1093,146,946,1
7115,15/07/2020,Ladakh,1093,146,946,1
7116,16/07/2020,Ladakh,1142,177,964,1
7117,17/07/2020,Ladakh,1147,176,970,1
7118,18/07/2020,Ladakh,1151,177,973,1
7119,19/07/2020,Ladakh,1159,173,985,1
7120,20/07/2020,Ladakh,1178,173,1003,2
7121,21/07/2020,Ladakh,1195,186,1007,2
7122,22/07/2020,Ladakh,1198,186,1010,2
7123,23/07/2020,Ladakh,1206,186,1018,2
7124,24/07/2020,Ladakh,1210,183,1025,2
7125,25/07/2020,Ladakh,1246,209,1035,2
7126,26/07/2020,Ladakh,1276,216,1057,3
7127,27/07/2020,Ladakh,1285,218,1063,4
7128,28/07/2020,Ladakh,1306,236,1066,4
7129,29/07/2020,Ladakh,1327,254,1067,6
7130,30/07/2020,Ladakh,1347,261,1080,6
7131,31/07/2020,Ladakh,1378,277,1094,7
7132,01/08/2020,Ladakh,1404,302,1095,7
7133,02/08/2020,Ladakh,1462,347,1108,7
7134,03/08/2020,Ladakh,1466,351,1108,7
7135,04/08/2020,Ladakh,1485,369,1109,7
7136,05/08/2020,Ladakh,1534,400,1127,7
7137,06/08/2020,Ladakh,1592,421,1164,7
7138,07/08/2020,Ladakh,1595,411,1177,7
7139,08/08/2020,Ladakh,1614,411,1194,9
7140,09/08/2020,Ladakh,1639,416,1214,9
7141,10/08/2020,Ladakh,1688,457,1222,9
7142,11/08/2020,Ladakh,1717,471,1237,9
7143,12/08/2020,Ladakh,1770,506,1255,9
7144,13/08/2020,Ladakh,1811,528,1274,9
7145,14/08/2020,Ladakh,1849,558,1282,9
7146,15/08/2020,Ladakh,1879,567,1303,9
7147,16/08/2020,Ladakh,1909,592,1307,10
7148,17/08/2020,Ladakh,1948,578,1356,14
7149,18/08/2020,Ladakh,1966,584,1368,14
7150,19/08/2020,Ladakh,2010,598,1395,17
7151,20/08/2020,Ladakh,2048,633,1397,18
7152,21/08/2020,Ladakh,2077,623,1436,18
7153,22/08/2020,Ladakh,2133,665,1449,19
7154,23/08/2020,Ladakh,2210,720,1469,21
7155,24/08/2020,Ladakh,2279,765,1491,23
7156,25/08/2020,Ladakh,2330,790,1517,23
7157,26/08/2020,Ladakh,2420,847,1549,24
7158,27/08/2020,Ladakh,2451,846,1580,25
7159,28/08/2020,Ladakh,2492,825,1640,27
7160,29/08/2020,Ladakh,2540,798,1714,28
7161,30/08/2020,Ladakh,2603,826,1745,32
7162,31/08/2020,Ladakh,2638,847,1757,34
7163,01/09/2020,Ladakh,2681,773,1874,34
7164,02/09/2020,Ladakh,2733,720,1978,35
7165,03/09/2020,Ladakh,2785,743,2007,35
7166,04/09/2020,Ladakh,2840,766,2039,35
7167,05/09/2020,Ladakh,2935,815,2085,35
7168,06/09/2020,Ladakh,2996,834,2127,35
7169,07/09/2020,Ladakh,3036,850,2151,35
7170,08/09/2020,Ladakh,3064,818,2211,35
7171,09/09/2020,Ladakh,3102,856,2211,35
7172,10/09/2020,Ladakh,3142,778,2329,35
7173,11/09/2020,Ladakh,3177,775,2366,36
7174,12/09/2020,Ladakh,3228,803,2387,38
7175,13/09/2020,Ladakh,3294,841,2414,39
7176,14/09/2020,Ladakh,3345,869,2436,40
7177,15/09/2020,Ladakh,3419,903,2475,41
7178,16/09/2020,Ladakh,3499,938,2517,44
7179,17/09/2020,Ladakh,3535,953,2536,46
7180,18/09/2020,Ladakh,3576,972,2558,46
7181,19/09/2020,Ladakh,3635,987,2600,48
7182,20/09/2020,Ladakh,3708,993,2666,49
7183,21/09/2020,Ladakh,3753,1013,2691,49
7184,22/09/2020,Ladakh,3832,1047,2735,50
7185,23/09/2020,Ladakh,3887,1028,2809,50
7186,24/09/2020,Ladakh,3933,1038,2844,51
7187,25/09/2020,Ladakh,3969,1022,2893,54
7188,26/09/2020,Ladakh,4025,998,2971,56
7189,27/09/2020,Ladakh,4093,1018,3018,57
7190,28/09/2020,Ladakh,4103,1013,3032,58
7191,29/09/2020,Ladakh,4152,1030,3064,58
7192,30/09/2020,Ladakh,4195,1030,3107,58
7193,01/10/2020,Ladakh,4269,1064,3147,58
7194,02/10/2020,Ladakh,4360,1067,3232,61
7195,03/10/2020,Ladakh,4429,1094,3274,61
7196,04/10/2020,Ladakh,4477,1101,3315,61
7197,05/10/2020,Ladakh,4521,1106,3354,61
7198,06/10/2020,Ladakh,4641,1166,3414,61
7199,07/10/2020,Ladakh,4720,1195,3464,61
7200,08/10/2020,Ladakh,4802,1228,3511,63
7201,09/10/2020,Ladakh,4902,1299,3540,63
7202,10/10/2020,Ladakh,4987,1038,3886,63
7203,11/10/2020,Ladakh,5059,1022,3973,64
7204,12/10/2020,Ladakh,5081,980,4037,64
7205,13/10/2020,Ladakh,5151,961,4126,64
7206,14/10/2020,Ladakh,5238,969,4205,64
7207,15/10/2020,Ladakh,5304,979,4261,64
7208,16/10/2020,Ladakh,5393,1018,4310,65
7209,17/10/2020,Ladakh,5441,915,4461,65
7210,18/10/2020,Ladakh,5534,933,4535,66
7211,19/10/2020,Ladakh,5598,917,4615,66
7212,20/10/2020,Ladakh,5647,880,4701,66
7213,21/10/2020,Ladakh,5695,841,4787,67
7214,22/10/2020,Ladakh,5781,848,4865,68
7215,23/10/2020,Ladakh,5812,842,4902,68
7216,24/10/2020,Ladakh,5840,788,4984,68
7217,25/10/2020,Ladakh,5913,790,5052,71
7218,26/10/2020,Ladakh,5933,736,5126,71
7219,27/10/2020,Ladakh,5978,691,5216,71
7220,28/10/2020,Ladakh,6024,689,5262,73
7221,29/10/2020,Ladakh,6085,642,5369,74
7222,30/10/2020,Ladakh,6139,627,5438,74
7223,31/10/2020,Ladakh,6194,627,5493,74
7224,01/11/2020,Ladakh,6270,656,5539,75
7225,02/11/2020,Ladakh,6287,583,5629,75
7226,03/11/2020,Ladakh,6357,610,5671,76
7227,04/11/2020,Ladakh,6441,664,5701,76
7228,05/11/2020,Ladakh,6553,702,5772,79
7229,06/11/2020,Ladakh,6633,752,5802,79
7230,07/11/2020,Ladakh,6718,784,5854,80
7231,08/11/2020,Ladakh,6790,816,5894,80
7232,09/11/2020,Ladakh,6809,765,5960,84
7233,10/11/2020,Ladakh,6934,846,6003,85
7234,11/11/2020,Ladakh,7063,920,6058,85
7235,12/11/2020,Ladakh,7134,930,6118,86
7236,13/11/2020,Ladakh,7211,971,6151,89
7237,14/11/2020,Ladakh,7291,989,6213,89
7238,15/11/2020,Ladakh,7356,978,6289,89
7239,16/11/2020,Ladakh,7396,922,6385,89
7240,17/11/2020,Ladakh,7493,944,6456,93
7241,18/11/2020,Ladakh,7563,930,6539,94
7242,19/11/2020,Ladakh,7623,924,6605,94
7243,20/11/2020,Ladakh,7714,1000,6619,95
7244,21/11/2020,Ladakh,7787,948,6743,96
7245,22/11/2020,Ladakh,7866,912,6856,98
7246,23/11/2020,Ladakh,7939,928,6911,100
7247,24/11/2020,Ladakh,7945,859,6985,101
7248,25/11/2020,Ladakh,8028,854,7069,105
7249,26/11/2020,Ladakh,8119,886,7125,108
7250,27/11/2020,Ladakh,8228,961,7154,113
7251,28/11/2020,Ladakh,8272,904,7254,114
7252,29/11/2020,Ladakh,8328,885,7327,116
7253,30/11/2020,Ladakh,8403,878,7409,116
7254,01/12/2020,Ladakh,8415,809,7489,117
7255,02/12/2020,Ladakh,8477,793,7565,119
7256,03/12/2020,Ladakh,8623,862,7642,119
7257,04/12/2020,Ladakh,8691,859,7713,119
7258,05/12/2020,Ladakh,8732,860,7752,120
7259,06/12/2020,Ladakh,8840,884,7836,120
7260,07/12/2020,Ladakh,8893,856,7917,120
7261,08/12/2020,Ladakh,8896,761,8014,121
7262,09/12/2020,Ladakh,8969,791,8056,122
7263,10/12/2020,Ladakh,9045,819,8104,122
7264,11/12/2020,Ladakh,9071,774,8175,122
7265,12/12/2020,Ladakh,9112,797,8192,123
7266,13/12/2020,Ladakh,9138,763,8252,123
7267,14/12/2020,Ladakh,9155,649,8383,123
7268,15/12/2020,Ladakh,9166,614,8429,123
7269,17/12/2020,Ladakh,9238,536,8579,123
7270,18/12/2020,Ladakh,9243,497,8623,123
7271,19/12/2020,Ladakh,9252,473,8655,124
7272,20/12/2020,Ladakh,9270,423,8723,124
7273,21/12/2020,Ladakh,9279,354,8801,124
7274,22/12/2020,Ladakh,9286,309,8852,125
7275,23/12/2020,Ladakh,9296,270,8901,125
7276,24/12/2020,Ladakh,9309,237,8947,125
7277,25/12/2020,Ladakh,9341,246,8969,126
7278,26/12/2020,Ladakh,9355,209,9020,126
7279,27/12/2020,Ladakh,9394,217,9051,126
7280,28/12/2020,Ladakh,9406,208,9072,126
7281,29/12/2020,Ladakh,9411,197,9088,126
7282,30/12/2020,Ladakh,9436,209,9100,127
7283,31/12/2020,Ladakh,9447,188,9132,127
7284,03/01/2021,Ladakh,9550,260,9163,127
7285,04/01/2021,Ladakh,9556,256,9173,127
7286,05/01/2021,Ladakh,9561,240,9194,127
7287,06/01/2021,Ladakh,9577,235,9215,127
7288,07/01/2021,Ladakh,9589,219,9243,127
7289,08/01/2021,Ladakh,9600,215,9258,127
7290,09/01/2021,Ladakh,9601,203,9271,127
7291,10/01/2021,Ladakh,9608,203,9278,127
7292,11/01/2021,Ladakh,9618,197,9294,127
7293,12/01/2021,Ladakh,9621,183,9311,127
7294,13/01/2021,Ladakh,9634,180,9326,128
7295,14/01/2021,Ladakh,9639,136,9375,128
7296,15/01/2021,Ladakh,9646,114,9404,128
7297,16/01/2021,Ladakh,9648,104,9416,128
7298,17/01/2021,Ladakh,9649,93,9428,128
7299,18/01/2021,Ladakh,9656,91,9437,128
7300,19/01/2021,Ladakh,9657,81,9448,128
7301,20/01/2021,Ladakh,9662,79,9454,129
7302,21/01/2021,Ladakh,9668,76,9463,129
7303,22/01/2021,Ladakh,9673,73,9471,129
7304,23/01/2021,Ladakh,9673,68,9476,129
7305,24/01/2021,Ladakh,9675,62,9484,129
7306,25/01/2021,Ladakh,9687,65,9493,129
7307,27/01/2021,Ladakh,9688,51,9508,129
7308,28/01/2021,Ladakh,9688,48,9511,129
7309,29/01/2021,Ladakh,9705,63,9513,129
7310,30/01/2021,Ladakh,9714,68,9517,129
7311,31/01/2021,Ladakh,9719,70,9519,130
7312,01/02/2021,Ladakh,9720,67,9523,130
7313,02/02/2021,Ladakh,9724,68,9526,130
7314,03/02/2021,Ladakh,9726,66,9530,130
7315,04/02/2021,Ladakh,9735,70,9535,130
7316,05/02/2021,Ladakh,9740,72,9538,130
7317,06/02/2021,Ladakh,9743,72,9541,130
7318,07/02/2021,Ladakh,9744,72,9542,130
7319,08/02/2021,Ladakh,9747,72,9545,130
7320,09/02/2021,Ladakh,9753,71,9552,130
7321,10/02/2021,Ladakh,9758,59,9569,130
7322,11/02/2021,Ladakh,9762,60,9572,130
7323,12/02/2021,Ladakh,9762,52,9580,130
7324,13/02/2021,Ladakh,9763,50,9583,130
7325,14/02/2021,Ladakh,9765,49,9586,130
7326,15/02/2021,Ladakh,9767,45,9592,130
7327,16/02/2021,Ladakh,9773,48,9595,130
7328,17/02/2021,Ladakh,9779,48,9601,130
7329,18/02/2021,Ladakh,9782,48,9604,130
7330,19/02/2021,Ladakh,9783,48,9605,130
7331,20/02/2021,Ladakh,9785,41,9614,130
7332,21/02/2021,Ladakh,9786,40,9616,130
7333,22/02/2021,Ladakh,9786,39,9617,130
7334,23/02/2021,Ladakh,9787,37,9620,130
7335,24/02/2021,Ladakh,9796,45,9621,130
7336,25/02/2021,Ladakh,9807,53,9624,130
7337,26/02/2021,Ladakh,9814,56,9628,130
7338,27/02/2021,Ladakh,9816,54,9632,130
7339,01/03/2021,Ladakh,9818,53,9635,130
7340,02/03/2021,Ladakh,9819,46,9643,130
7341,03/03/2021,Ladakh,9819,44,9645,130
7342,04/03/2021,Ladakh,9821,42,9649,130
7343,06/03/2021,Ladakh,9826,42,9654,130
7344,07/03/2021,Ladakh,9830,44,9656,130
7345,08/03/2021,Ladakh,9831,44,9657,130
7346,09/03/2021,Ladakh,9833,44,9659,130
7347,10/03/2021,Ladakh,9835,43,9662,130
7348,11/03/2021,Ladakh,9838,39,9669,130
7349,13/03/2021,Ladakh,9846,30,9686,130
7350,14/03/2021,Ladakh,9847,31,9686,130
7351,15/03/2021,Ladakh,9847,31,9686,130
7352,16/03/2021,Ladakh,9852,34,9688,130
7353,17/03/2021,Ladakh,9863,43,9690,130
7354,18/03/2021,Ladakh,9865,44,9691,130
7355,19/03/2021,Ladakh,9876,51,9695,130
7356,20/03/2021,Ladakh,9881,53,9698,130
7357,21/03/2021,Ladakh,9906,73,9703,130
7358,22/03/2021,Ladakh,9908,74,9704,130
7359,23/03/2021,Ladakh,9920,83,9707,130
7360,24/03/2021,Ladakh,9929,90,9709,130
7361,25/03/2021,Ladakh,9942,101,9711,130
7362,27/03/2021,Ladakh,9965,111,9724,130
7363,28/03/2021,Ladakh,9974,117,9727,130
7364,29/03/2021,Ladakh,9974,108,9736,130
7365,30/03/2021,Ladakh,10007,135,9742,130
7366,31/03/2021,Ladakh,10119,222,9767,130
7367,01/04/2021,Ladakh,10157,256,9771,130
7368,02/04/2021,Ladakh,10175,267,9778,130
7369,03/04/2021,Ladakh,10189,278,9781,130
7370,04/04/2021,Ladakh,10226,306,9790,130
7371,05/04/2021,Ladakh,10255,323,9802,130
7372,06/04/2021,Ladakh,10303,363,9810,130
7373,07/04/2021,Ladakh,10353,399,9824,130
7374,08/04/2021,Ladakh,10412,446,9836,130
7375,09/04/2021,Ladakh,10503,505,9868,130
7376,10/04/2021,Ladakh,10619,557,9932,130
7377,11/04/2021,Ladakh,10765,611,10023,131
7378,12/04/2021,Ladakh,10780,612,10037,131
7379,13/04/2021,Ladakh,10905,721,10053,131
7380,14/04/2021,Ladakh,11070,851,10088,131
7381,15/04/2021,Ladakh,11278,1051,10095,132
